node_id,global_problem_id,source,contest_id,platform_problem_id,node_type,node_title,node_text,parent_node_id,order,rating,difficulty,points,normalized_difficulty,original_tags,normalized_tags,topic_group,url,editorial_url,language,metadata
codeforces_750_A::11_EDITORIAL_COMPLEXITY,codeforces_750_A,codeforces,750,750A,EDITORIAL_COMPLEXITY,New Year and Hurry - Editorial Complexity,The cumulative time is triangular.,codeforces_750_A::ROOT,11,800,,500.0,800,"[""binary search"", ""brute force"", ""implementation"", ""math""]","[""techniques"", ""implementation_constructive"", ""math""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/750/A,https://codeforces.com/problemset/problem/750/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_750_A::12_IMPLEMENTATION_HINTS,codeforces_750_A,codeforces,750,750A,IMPLEMENTATION_HINTS,New Year and Hurry - Implementation Hints,Common mistakes: forgetting the cap by n or using floating point without flooring carefully.,codeforces_750_A::ROOT,12,800,,500.0,800,"[""binary search"", ""brute force"", ""implementation"", ""math""]","[""techniques"", ""implementation_constructive"", ""math""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/750/A,https://codeforces.com/problemset/problem/750/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_750_A::13_COMMON_MISTAKES,codeforces_750_A,codeforces,750,750A,COMMON_MISTAKES,New Year and Hurry - Common Mistakes,Common mistakes: forgetting the cap by n or using floating point without flooring carefully.,codeforces_750_A::ROOT,13,800,,500.0,800,"[""binary search"", ""brute force"", ""implementation"", ""math""]","[""techniques"", ""implementation_constructive"", ""math""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/750/A,https://codeforces.com/problemset/problem/750/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::01_STATEMENT,codeforces_1915_C,codeforces,1915,1915C,STATEMENT,Can I Square? - Statement,"Given numbers in a test case, decide whether their sum can be represented as the area of an integer-sided square.",codeforces_1915_C::ROOT,1,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::02_INPUT,codeforces_1915_C,codeforces,1915,1915C,INPUT,Can I Square? - Input,Several test cases with an array of positive integers.,codeforces_1915_C::ROOT,2,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::03_OUTPUT,codeforces_1915_C,codeforces,1915,1915C,OUTPUT,Can I Square? - Output,YES if the sum is a perfect square; otherwise NO.,codeforces_1915_C::ROOT,3,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::04_CONSTRAINTS,codeforces_1915_C,codeforces,1915,1915C,CONSTRAINTS,Can I Square? - Constraints,The sum should be handled with integer arithmetic.,codeforces_1915_C::ROOT,4,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::05_EXAMPLES,codeforces_1915_C,codeforces,1915,1915C,EXAMPLES,Can I Square? - Examples,"[{""note"": ""Paraphrased demo sample omitted; see source URL.""}]",codeforces_1915_C::ROOT,5,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::06_NOTES,codeforces_1915_C,codeforces,1915,1915C,NOTES,Can I Square? - Notes,Core condition: exists integer r such that r*r equals the total sum.,codeforces_1915_C::ROOT,6,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::07_EDITORIAL_FULL,codeforces_1915_C,codeforces,1915,1915C,EDITORIAL_FULL,Can I Square? - Editorial Full,Compute the total sum. A formula route uses integer square root and verifies root*root == sum. A binary-search route searches r and compares r*r against the sum. Common mistakes: using imprecise floating point sqrt or overflowing r*r in other languages.,codeforces_1915_C::ROOT,7,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::08_EDITORIAL_OBSERVATION,codeforces_1915_C,codeforces,1915,1915C,EDITORIAL_OBSERVATION,Can I Square? - Editorial Observation,,codeforces_1915_C::ROOT,8,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::09_EDITORIAL_PROOF,codeforces_1915_C,codeforces,1915,1915C,EDITORIAL_PROOF,Can I Square? - Editorial Proof,,codeforces_1915_C::ROOT,9,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::10_EDITORIAL_ALGORITHM,codeforces_1915_C,codeforces,1915,1915C,EDITORIAL_ALGORITHM,Can I Square? - Editorial Algorithm,Compute the total sum.,codeforces_1915_C::ROOT,10,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::11_EDITORIAL_COMPLEXITY,codeforces_1915_C,codeforces,1915,1915C,EDITORIAL_COMPLEXITY,Can I Square? - Editorial Complexity,,codeforces_1915_C::ROOT,11,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::12_IMPLEMENTATION_HINTS,codeforces_1915_C,codeforces,1915,1915C,IMPLEMENTATION_HINTS,Can I Square? - Implementation Hints,,codeforces_1915_C::ROOT,12,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_1915_C::13_COMMON_MISTAKES,codeforces_1915_C,codeforces,1915,1915C,COMMON_MISTAKES,Can I Square? - Common Mistakes,Common mistakes: using imprecise floating point sqrt or overflowing r*r in other languages.,codeforces_1915_C::ROOT,13,800,,,800,"[""binary search"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques""]",https://codeforces.com/problemset/problem/1915/C,https://codeforces.com/problemset/problem/1915/C,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::01_STATEMENT,codeforces_192_A,codeforces,192,192A,STATEMENT,Funky Numbers - Statement,Decide whether a number can be written as the sum of two triangular numbers.,codeforces_192_A::ROOT,1,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::02_INPUT,codeforces_192_A,codeforces,192,192A,INPUT,Funky Numbers - Input,A single integer n.,codeforces_192_A::ROOT,2,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::03_OUTPUT,codeforces_192_A,codeforces,192,192A,OUTPUT,Funky Numbers - Output,YES if n = T_a + T_b for some triangular numbers; otherwise NO.,codeforces_192_A::ROOT,3,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::04_CONSTRAINTS,codeforces_192_A,codeforces,192,192A,CONSTRAINTS,Funky Numbers - Constraints,n is large enough that naive unbounded enumeration is not ideal.,codeforces_192_A::ROOT,4,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::05_EXAMPLES,codeforces_192_A,codeforces,192,192A,EXAMPLES,Funky Numbers - Examples,"[{""note"": ""Paraphrased demo sample omitted; see source URL.""}]",codeforces_192_A::ROOT,5,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::06_NOTES,codeforces_192_A,codeforces,192,192A,NOTES,Funky Numbers - Notes,Triangular number: T_i = i*(i+1)/2.,codeforces_192_A::ROOT,6,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::07_EDITORIAL_FULL,codeforces_192_A,codeforces,192,192A,EDITORIAL_FULL,Funky Numbers - Editorial Full,Generate triangular numbers up to n and test complements with a set or binary search. A formula-oriented route tests if m is triangular using discriminant 1+8*m being a perfect square. Common mistakes: not limiting generated triangular numbers or confusing square numbers with triangular numbers.,codeforces_192_A::ROOT,7,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::08_EDITORIAL_OBSERVATION,codeforces_192_A,codeforces,192,192A,EDITORIAL_OBSERVATION,Funky Numbers - Editorial Observation,,codeforces_192_A::ROOT,8,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::09_EDITORIAL_PROOF,codeforces_192_A,codeforces,192,192A,EDITORIAL_PROOF,Funky Numbers - Editorial Proof,,codeforces_192_A::ROOT,9,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::10_EDITORIAL_ALGORITHM,codeforces_192_A,codeforces,192,192A,EDITORIAL_ALGORITHM,Funky Numbers - Editorial Algorithm,,codeforces_192_A::ROOT,10,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::11_EDITORIAL_COMPLEXITY,codeforces_192_A,codeforces,192,192A,EDITORIAL_COMPLEXITY,Funky Numbers - Editorial Complexity,,codeforces_192_A::ROOT,11,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::12_IMPLEMENTATION_HINTS,codeforces_192_A,codeforces,192,192A,IMPLEMENTATION_HINTS,Funky Numbers - Implementation Hints,,codeforces_192_A::ROOT,12,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": true, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
codeforces_192_A::13_COMMON_MISTAKES,codeforces_192_A,codeforces,192,192A,COMMON_MISTAKES,Funky Numbers - Common Mistakes,Common mistakes: not limiting generated triangular numbers or confusing square numbers with triangular numbers.,codeforces_192_A::ROOT,13,1300,,500.0,1300,"[""binary search"", ""brute force"", ""implementation""]","[""techniques"", ""implementation_constructive""]","[""techniques"", ""math""]",https://codeforces.com/problemset/problem/192/A,https://codeforces.com/problemset/problem/192/A,en,"{""editorial_status"": ""curated_observation"", ""is_empty"": false, ""memory_limit"": """", ""parse_status"": ""manual_demo"", ""statement_status"": ""curated_paraphrase"", ""time_limit"": """"}"
