query_id,query,rank,tree_node_id,parent_tree_node_id,global_problem_id,node_role,node_type,title,summary,value_score,guided_score,metadata_bonus,hybrid_score,normalized_difficulty,normalized_tags,url,reason
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",5,content::codeforces_2044_G2_13_COMMON_MISTAKES,group::codeforces_2044_G2::IMPLEMENTATION_RISKS,codeforces_2044_G2,CONTENT,COMMON_MISTAKES,Medium Demon Problem (hard version) - Common Mistakes,"Otherwise, if spider $i$ gives a present to spider $r_i$, then let's draw an edge from $i$ to $r_i$.",0.0,0.9,0.41,0.752,1900.0,"[""graphs"", ""dynamic_programming"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2044/G2,coincide con la intencion detectada de la query; su tipo COMMON_MISTAKES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",6,content::codeforces_2185_G_13_COMMON_MISTAKES,group::codeforces_2185_G::IMPLEMENTATION_RISKS,codeforces_2185_G,CONTENT,COMMON_MISTAKES,Mixing MEXes - Common Mistakes,"For the removal operation, acknowledge that if a number is greater than the $\operatorname{mex}$ of the array, it doesn't change the $\operatorname{mex}$. For the addition operation, acknowledge that if we add an element to...",0.0,0.9,0.41,0.752,1800.0,"[""data_structures"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2185/G,coincide con la intencion detectada de la query; su tipo COMMON_MISTAKES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",7,content::codeforces_2009_G3_05_EXAMPLES,group::codeforces_2009_G3::UNDERSTANDING,codeforces_2009_G3,CONTENT,EXAMPLES,Yunli's Subarray Queries (extreme version) - Examples,"[{""input"": ""5\n7 2 4\n1 2 3 2 1 2 3\n4 6\n1 7\n2 7\n3 7\n8 4 2\n4 3 1 1 2 4 3 2\n3 6\n1 5\n5 4 2\n4 5 1 2 3\n1 4\n1 5\n10 4...",0.0,0.833333,0.41,0.726667,2700.0,"[""data_structures"", ""dynamic_programming"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2009/G3,coincide con la intencion detectada de la query; su tipo EXAMPLES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",8,content::codeforces_1985_H2_05_EXAMPLES,group::codeforces_1985_H2::UNDERSTANDING,codeforces_1985_H2,CONTENT,EXAMPLES,Maximize the Largest Component (Hard Version) - Examples,"[{""input"": ""6\n1 1\n.\n4 2\n..\n#.\n#.\n.#\n3 5\n.#.#.\n..#..\n.#.#.\n5 5\n#...#\n....#\n#...#\n.....\n...##\n6 6\n.#..#.\n#..#..\n.#...#\n#.#.#.\n.#.##.\n###..#\n6 8\n..#....#\n.####.#.\n###.#..#\n.##.#.##\n.#.##.##\n#..##.#."", ""output"": ""1\n7\n11\n16\n22\n36"", ""sample_index"": 1}]",0.0,0.833333,0.41,0.726667,2200.0,"[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/1985/H2,coincide con la intencion detectada de la query; su tipo EXAMPLES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",9,content::codeforces_1985_H2_13_COMMON_MISTAKES,group::codeforces_1985_H2::IMPLEMENTATION_RISKS,codeforces_1985_H2,CONTENT,COMMON_MISTAKES,Maximize the Largest Component (Hard Version) - Common Mistakes,,0.0,0.833333,0.41,0.726667,2200.0,"[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/1985/H2,coincide con la intencion detectada de la query; su tipo COMMON_MISTAKES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",10,content::codeforces_2009_G3_13_COMMON_MISTAKES,group::codeforces_2009_G3::IMPLEMENTATION_RISKS,codeforces_2009_G3,CONTENT,COMMON_MISTAKES,Yunli's Subarray Queries (extreme version) - Common Mistakes,,0.0,0.833333,0.41,0.726667,2700.0,"[""data_structures"", ""dynamic_programming"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2009/G3,coincide con la intencion detectada de la query; su tipo COMMON_MISTAKES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",11,content::codeforces_2044_H_05_EXAMPLES,group::codeforces_2044_H::UNDERSTANDING,codeforces_2044_H,CONTENT,EXAMPLES,Hard Demon Problem - Examples,"[{""input"": ""2\n4 3\n1 5 2 4\n4 9 5 3\n4 5 2 3\n1 5 5 2\n1 1 4 4\n2 2 3 3\n1 2 4 3\n3 3\n1 2 3\n4 5 6\n7 8 9\n1 1 1 3\n1...",0.0,0.833333,0.41,0.726667,2100.0,"[""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""math""]",https://codeforces.com/problemset/problem/2044/H,coincide con la intencion detectada de la query; su tipo EXAMPLES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
tree_mex_implementation,"I get wrong answer on tree implementation, maybe edge cases or data structure update is wrong",12,content::codeforces_2185_G_05_EXAMPLES,group::codeforces_2185_G::UNDERSTANDING,codeforces_2185_G,CONTENT,EXAMPLES,Mixing MEXes - Examples,"[{""input"": ""6\n2\n1 0\n2 1 2\n3\n1 1\n2 2 3\n3 4 5 6\n5\n4 1 7 8 10\n2 5 6\n2 0 7\n2 6 6\n2 6 8\n2\n1 3\n3 0 1 2\n2\n6 0 0 1 2 2 3\n3 0...",0.0,0.833333,0.41,0.726667,1800.0,"[""data_structures"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2185/G,coincide con la intencion detectada de la query; su tipo EXAMPLES encaja con la etapa EDGE_CASES; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,1,approach::codeforces_2148_F::constructive,problem::codeforces_2148_F,codeforces_2148_F,APPROACH,APPROACH,Gravity Falls - Constructive Approach,Problem-specific route using constructive.,0.362053,1.18,0.46,1.132873,1800.0,"[""greedy"", ""implementation_constructive"", ""techniques"", ""constructive""]",https://codeforces.com/problemset/problem/2148/F,recibio score vectorial desde chunks similares; coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,2,approach::codeforces_2044_F::constructive,problem::codeforces_2044_F,codeforces_2044_F,APPROACH,APPROACH,Easy Demon Problem - Constructive Approach,Problem-specific route using constructive.,0.3194,1.096667,0.46,1.074761,1900.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""math"", ""constructive""]",https://codeforces.com/problemset/problem/2044/F,recibio score vectorial desde chunks similares; coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,3,approach::codeforces_1999_E::constructive,problem::codeforces_1999_E,codeforces_1999_E,APPROACH,APPROACH,Triple Operations - Constructive Approach,Problem-specific route using constructive.,0.305503,1.096667,0.46,1.066145,1300.0,"[""dynamic_programming"", ""implementation_constructive"", ""math"", ""constructive""]",https://codeforces.com/problemset/problem/1999/E,recibio score vectorial desde chunks similares; coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,4,approach::codeforces_2044_E::constructive,problem::codeforces_2044_E,codeforces_2044_E,APPROACH,APPROACH,Insane Problem - Constructive Approach,Problem-specific route using constructive.,0.282336,1.013333,0.46,1.020115,1300.0,"[""techniques"", ""greedy"", ""implementation_constructive"", ""math"", ""constructive""]",https://codeforces.com/problemset/problem/2044/E,recibio score vectorial desde chunks similares; coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,5,approach::codeforces_2094_G::constructive,problem::codeforces_2094_G,codeforces_2094_G,APPROACH,APPROACH,Chimpanzini Bananini - Constructive Approach,Problem-specific route using constructive.,0.0,1.18,0.46,0.9084,1700.0,"[""data_structures"", ""implementation_constructive"", ""math"", ""constructive""]",https://codeforces.com/problemset/problem/2094/G,coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,6,approach::codeforces_2167_E::constructive,problem::codeforces_2167_E,codeforces_2167_E,APPROACH,APPROACH,khba Loves to Sleep! - Constructive Approach,Problem-specific route using constructive.,0.0,1.18,0.46,0.9084,1600.0,"[""techniques"", ""data_structures"", ""math"", ""greedy"", ""implementation_constructive"", ""constructive""]",https://codeforces.com/problemset/problem/2167/E,coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,7,approach::codeforces_2167_F::greedy,problem::codeforces_2167_F,codeforces_2167_F,APPROACH,APPROACH,"Tree, TREE!!! - Greedy Approach",Problem-specific route using greedy.,0.0,1.096667,0.46,0.876733,1600.0,"[""graphs"", ""dynamic_programming"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2167/F,coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,8,approach::codeforces_2167_E::binary_search,problem::codeforces_2167_E,codeforces_2167_E,APPROACH,APPROACH,khba Loves to Sleep! - Binary Search Approach,Problem-specific route using binary search.,0.0,1.096667,0.46,0.876733,1600.0,"[""techniques"", ""data_structures"", ""math"", ""greedy"", ""implementation_constructive"", ""binary_search""]",https://codeforces.com/problemset/problem/2167/E,coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,9,approach::codeforces_2185_G::constructive,problem::codeforces_2185_G,codeforces_2185_G,APPROACH,APPROACH,Mixing MEXes - Constructive Approach,Problem-specific route using constructive.,0.0,1.013333,0.46,0.845067,1800.0,"[""data_structures"", ""implementation_constructive"", ""math"", ""constructive""]",https://codeforces.com/problemset/problem/2185/G,coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,10,approach::codeforces_2009_E::binary_search,problem::codeforces_2009_E,codeforces_2009_E,APPROACH,APPROACH,Klee's SUPER DUPER LARGE Array!!! - Binary Search Approach,Problem-specific route using binary search.,0.0,1.013333,0.46,0.845067,1400.0,"[""techniques"", ""math"", ""ternary_search"", ""binary_search""]",https://codeforces.com/problemset/problem/2009/E,coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
weird_chessboard_proof,I need the proof idea for a constructive math pattern on a chessboard,11,approach::codeforces_1999_E::greedy,problem::codeforces_1999_E,codeforces_1999_E,APPROACH,APPROACH,Triple Operations - Greedy Approach,Problem-specific route using greedy.,0.0,1.013333,0.46,0.845067,1300.0,"[""dynamic_programming"", ""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/1999/E,coincide con la intencion detectada de la query; su tipo APPROACH encaja con la etapa PROOF; recibio bonus por metadata/tags/filtros
